ID,cue,associations,num_associations,cue_weight,associations_mean_weight,candidates,candidates_connectivity_score,solvers_jaccard_mean,solvers_jaccard_std
139,jewelry,"[""gold"", ""necklace"", ""ring""]",3,77,25.33333333,"[""tick"", ""fist"", ""gold"", ""necklace"", ""ring""]",2,1,0
264,dish,"[""plate"", ""food"", ""bowl""]",3,87,29,"[""socket"", ""plate"", ""food"", ""little finger"", ""bowl""]",3,1,0
423,grenade,"[""bomb"", ""explosion"", ""hand""]",3,114,28,"[""explosion"", ""bomb"", ""scribe"", ""pottery"", ""hand""]",1,1,0
1386,great brittain,"[""queen"", ""island"", ""country""]",3,83,16.66666667,"[""island"", ""pregnant"", ""country"", ""sweetener"", ""flesh"", ""queen""]",2,1,0
1131,parcel,"[""post"", ""mail"", ""box"", ""brown""]",4,105,16.25,"[""steps"", ""mail"", ""box"", ""sibling"", ""post"", ""brown""]",3,0.866666667,0.19
627,microscopic,"[""microscope"", ""bacteria""]",2,130,19.5,"[""bacteria"", ""microscope"", ""green"", ""helicopter"", ""strings""]",1,1,0
464,hanky,"[""tissue"", ""sneeze"", ""nose""]",3,109,16.66666667,"[""sneeze"", ""tissue"", ""skateboard"", ""nose"", ""incense""]",3,1,0
1561,membership,"[""group"", ""card"", ""gym""]",3,98,14.33333333,"[""group"", ""card"", ""gym"", ""border"", ""android"", ""bullseye""]",0,1,0
575,filth,"[""dirty"", ""mud""]",2,100,24,"[""desk"", ""dirty"", ""you"", ""mud"", ""closet""]",1,1,0
95,tamale,"[""hot"", ""food"", ""corn""]",3,74,22.66666667,"[""dawn"", ""hot"", ""corn"", ""food"", ""cable""]",2,1,0
1430,parched,"[""desert"", ""water"", ""throat""]",3,169,20,"[""water"", ""throat"", ""dot"", ""rhino"", ""dew"", ""desert""]",3,1,0
1049,joint,"[""weed"", ""knee"", ""smoke"", ""marijuana""]",4,64,19.75,"[""weed"", ""smoke"", ""fog"", ""catch"", ""knee"", ""marijuana""]",5,1,0
369,turtle,"[""shell"", ""tortoise"", ""green""]",3,97,30,"[""stairs"", ""green"", ""sleep"", ""shell"", ""tortoise""]",1,1,0
735,study,"[""school"", ""book""]",2,68,14,"[""hyena"", ""book"", ""school"", ""cane"", ""porridge""]",1,1,0
202,cook,"[""food"", ""chef"", ""kitchen""]",3,95,31.66666667,"[""food"", ""chef"", ""kitchen"", ""mastercard"", ""sage""]",3,1,0
1139,mommy,"[""daddy"", ""mother"", ""baby"", ""parent""]",4,88,23.75,"[""leftovers"", ""daddy"", ""scream"", ""baby"", ""mother"", ""parent""]",3,1,0
458,paperclip,"[""paper"", ""office"", ""metal""]",3,92,30.66666667,"[""metal"", ""freckles"", ""carnival"", ""paper"", ""office""]",3,1,0
1190,concoction,"[""potion"", ""drink"", ""cocktail"", ""brew""]",4,88,19,"[""beard"", ""bikini"", ""cocktail"", ""brew"", ""potion"", ""drink""]",1,0.866666667,0.19
473,butter,"[""bread"", ""yellow"", ""fat""]",3,74,24.66666667,"[""bread"", ""player"", ""fat"", ""hive"", ""yellow""]",4,0.833333333,0.24
878,sleeping,"[""bed"", ""pillow""]",2,55,18,"[""pillow"", ""lobby"", ""crocodile"", ""snack"", ""bed""]",1,1,0
227,barge,"[""boat"", ""ship"", ""water""]",3,81,27,"[""needles"", ""ship"", ""boat"", ""water"", ""teller""]",4,1,0
1545,librarian,"[""glasses"", ""book"", ""library""]",3,118,28,"[""scales"", ""glasses"", ""book"", ""troll"", ""typhoon"", ""library""]",2,1,0
1838,majesty,"[""queen"", ""crown""]",2,110,32,"[""submarine"", ""queen"", ""dragon"", ""crown"", ""soprano"", ""corpse""]",1,1,0
563,heel,"[""foot"", ""shoe""]",2,128,50,"[""foot"", ""glue"", ""vodka"", ""shoe"", ""eagle""]",1,1,0
162,tack,"[""pin"", ""thumb"", ""nail""]",3,61,20.33333333,"[""nail"", ""thumb"", ""clap"", ""pin"", ""pulp""]",1,0.833333333,0.24
625,period,"[""dot"", ""blood""]",2,77,17,"[""reed"", ""blood"", ""electrician"", ""voice"", ""dot""]",0,1,0
1327,heating,"[""radiator"", ""hot"", ""fire""]",3,55,16.66666667,"[""twig"", ""sparks"", ""fire"", ""radiator"", ""hot"", ""stairs""]",3,1,0
615,riches,"[""money"", ""gold""]",2,133,41.5,"[""gold"", ""ice cream"", ""rice"", ""wave"", ""money""]",1,1,0
1581,belgian,"[""chocolate"", ""beer"", ""waffle""]",3,85,27.66666667,"[""television"", ""waffle"", ""vampire"", ""granny"", ""chocolate"", ""beer""]",1,0.833333333,0.24
1839,overdose,"[""drugs"", ""alcohol""]",2,105,38,"[""pop"", ""lamp"", ""alcohol"", ""flour"", ""ram"", ""drugs""]",2,1,0
1748,birds,"[""fly"", ""sky""]",2,64,22.5,"[""alcohol"", ""sky"", ""visitor"", ""walnut"", ""ink"", ""fly""]",1,1,0
198,paw,"[""dog"", ""foot"", ""print""]",3,110,27,"[""print"", ""foot"", ""rise"", ""garbage"", ""dog""]",1,0.833333333,0.24
723,heard,"[""ear"", ""music""]",2,91,16,"[""ear"", ""market"", ""chief"", ""music"", ""animal""]",1,1,0
925,field,"[""grass"", ""corn""]",2,59,21,"[""scream"", ""corn"", ""grass"", ""candle"", ""pipe""]",2,1,0
92,bologna,"[""sandwich"", ""meat"", ""spaghetti""]",3,97,22.66666667,"[""sandwich"", ""crutch"", ""spaghetti"", ""woman"", ""meat""]",1,1,0
662,knock,"[""door"", ""wood""]",2,107,44.5,"[""door"", ""star"", ""diner"", ""polar bear"", ""wood""]",1,1,0
254,corn-beef,"[""hash"", ""sandwich"", ""meat""]",3,58,19.33333333,"[""meat"", ""nurse"", ""sandwich"", ""hash"", ""photo""]",2,1,0
1053,sperm,"[""whale"", ""egg"", ""male"", ""baby""]",4,65,18.75,"[""flat"", ""whale"", ""egg"", ""printing"", ""male"", ""baby""]",1,1,0
596,trivia,"[""game"", ""quiz""]",2,58,19,"[""game"", ""child"", ""pharmacy"", ""cabinet"", ""quiz""]",1,1,0
790,espresso,"[""coffee"", ""caffeine""]",2,116,51.5,"[""spy"", ""brake"", ""caffeine"", ""guy"", ""coffee""]",1,1,0
895,prune,"[""fruit"", ""purple""]",2,77,22.5,"[""fruit"", ""sandwich"", ""leaping"", ""purple"", ""witch""]",1,1,0
1520,chrome,"[""metal"", ""silver"", ""car""]",3,123,26.33333333,"[""silver"", ""car"", ""pointer"", ""tv"", ""metal"", ""canal""]",3,1,0
24,stoned,"[""drugs"", ""weed"", ""pot""]",3,94,24,"[""elevator"", ""pot"", ""chlorine"", ""drugs"", ""weed""]",3,0.833333333,0.24
1055,wicker,"[""basket"", ""chair"", ""furniture"", ""man""]",4,119,34,"[""furniture"", ""bass"", ""chair"", ""basket"", ""factory"", ""man""]",1,0.866666667,0.19
243,coca cola,"[""soda"", ""pop"", ""red""]",3,97,21.33333333,"[""pop"", ""bees"", ""soda"", ""red"", ""toilet""]",3,0.833333333,0.24
769,medication,"[""doctor"", ""drugs""]",2,84,26,"[""zeppelin"", ""doctor"", ""pie"", ""ballet"", ""drugs""]",1,1,0
60,caught,"[""fish"", ""net"", ""ball""]",3,49,16.33333333,"[""olympics"", ""ball"", ""structure"", ""net"", ""fish""]",1,1,0
1378,asian,"[""china"", ""food"", ""yellow""]",3,67,19,"[""yellow"", ""fan"", ""china"", ""doorstop"", ""dad"", ""food""]",2,0.833333333,0.24
1734,piece,"[""pie"", ""puzzle""]",2,88,25.5,"[""hill"", ""knee"", ""pie"", ""camera"", ""dusk"", ""puzzle""]",1,1,0
1345,bright,"[""light"", ""sun"", ""star""]",3,127,39.33333333,"[""bomb"", ""light"", ""model"", ""star"", ""sun"", ""daddy""]",3,0.833333333,0.24
216,cobra,"[""snake"", ""venom"", ""poison""]",3,125,41.66666667,"[""snake"", ""venom"", ""poison"", ""submarine"", ""lamb""]",3,1,0
1635,mingle,"[""talk"", ""crowd""]",2,82,17,"[""crowd"", ""sloth"", ""sock"", ""eat"", ""talk"", ""lead""]",0,1,0
82,hippo,"[""animal"", ""water"", ""fat""]",3,80,23.66666667,"[""water"", ""fat"", ""spoon"", ""animal"", ""climb""]",3,0.833333333,0.24
343,incentive,"[""money"", ""prize"", ""carrot""]",3,78,19.33333333,"[""carrot"", ""money"", ""witch"", ""prize"", ""theater""]",1,0.833333333,0.24
645,snack,"[""food"", ""chips""]",2,87,34,"[""spam"", ""food"", ""tarmac"", ""chips"", ""handshake""]",1,1,0
427,goggles,"[""swimming"", ""glasses"", ""eyes""]",3,96,32,"[""swimming"", ""stick"", ""mirror"", ""glasses"", ""eyes""]",2,1,0
1791,umbrella,"[""rain"", ""wet""]",2,111,51,"[""stone"", ""cereal"", ""rain"", ""ash"", ""university"", ""wet""]",1,1,0
78,evergreen,"[""tree"", ""pine"", ""forest""]",3,95,31.66666667,"[""diagram"", ""forest"", ""pine"", ""pollen"", ""tree""]",2,1,0
1396,sexist,"[""man"", ""pig"", ""male""]",3,54,17,"[""male"", ""barrier"", ""pig"", ""man"", ""disc"", ""salt""]",1,1,0
52,shipwreck,"[""sea"", ""island"", ""boat""]",3,58,16.33333333,"[""island"", ""pear"", ""boat"", ""sea"", ""quiz""]",2,1,0
11,canine,"[""dog"", ""tooth"", ""wolf""]",3,149,44.66666667,"[""dog"", ""rodent"", ""wolf"", ""tooth"", ""tumor""]",2,1,0
169,insure,"[""money"", ""car"", ""house""]",3,62,19,"[""actress"", ""house"", ""money"", ""child"", ""car""]",5,1,0
597,beaten,"[""egg"", ""hit""]",2,54,15.5,"[""hit"", ""egg"", ""brown"", ""peppermint"", ""baby""]",1,1,0
1230,saw,"[""wood"", ""cut"", ""movie"", ""blade""]",4,89,20,"[""poet"", ""judo"", ""blade"", ""cut"", ""movie"", ""wood""]",2,1,0
201,ding,"[""bell"", ""ring"", ""doorbell""]",3,146,25.66666667,"[""rod"", ""doorbell"", ""ring"", ""bell"", ""insect""]",2,0.833333333,0.24
1385,nursery,"[""baby"", ""children"", ""school""]",3,80,23.66666667,"[""baby"", ""school"", ""snout"", ""llama"", ""slave"", ""children""]",2,0.833333333,0.24
1929,bankrupt,"[""money"", ""bank""]",2,88,26.5,"[""whale"", ""hostess"", ""dolly"", ""bank"", ""edge"", ""money""]",1,1,0
1820,patriotic,"[""flag"", ""country""]",2,77,33.5,"[""hexagon"", ""country"", ""pajamas"", ""colors"", ""flag"", ""walk""]",1,1,0
764,sedate,"[""sleep"", ""drug""]",2,82,24,"[""drug"", ""jogger"", ""sleep"", ""bikini"", ""oar""]",1,1,0
405,radish,"[""red"", ""vegetable"", ""root""]",3,109,33.66666667,"[""yak"", ""vegetable"", ""red"", ""thug"", ""root""]",4,1,0
1630,yield,"[""sign"", ""yellow""]",2,63,11.5,"[""poke"", ""sign"", ""yellow"", ""stool"", ""motel"", ""mill""]",1,1,0
947,loved,"[""heart"", ""family""]",2,39,13,"[""heart"", ""biscuit"", ""pumpkin"", ""family"", ""gymnastics""]",1,1,0
468,melting,"[""ice"", ""hot"", ""pot""]",3,74,24.66666667,"[""pot"", ""donkey"", ""ice"", ""hot"", ""vine""]",2,1,0
14,cane,"[""sugar"", ""candy"", ""walking""]",3,89,29.66666667,"[""fin"", ""walking"", ""candy"", ""ladies"", ""sugar""]",1,0.833333333,0.24
567,martial art,"[""karate"", ""fight""]",2,108,37.5,"[""lad"", ""fight"", ""karate"", ""foil"", ""swamp""]",1,1,0
308,chip,"[""potato"", ""computer"", ""wood""]",3,81,27,"[""potato"", ""mortar"", ""wood"", ""cartwheel"", ""computer""]",2,0.833333333,0.24
812,bassinet,"[""baby"", ""crib""]",2,94,39.5,"[""pork"", ""paper towel"", ""ear"", ""crib"", ""baby""]",1,1,0
1687,bless you,"[""sneeze"", ""priest""]",2,117,45.5,"[""vermin"", ""conch"", ""pat"", ""priest"", ""sneeze"", ""pimple""]",1,1,0
1229,grasshopper,"[""green"", ""insect"", ""bug"", ""grass""]",4,117,32.25,"[""prize"", ""chickpea"", ""bug"", ""green"", ""grass"", ""insect""]",3,1,0
491,dancefloor,"[""music"", ""dancing""]",2,67,19.5,"[""trail"", ""music"", ""fire"", ""tornado"", ""dancing""]",2,1,0
686,keg,"[""beer"", ""barrel""]",2,158,62,"[""horseshoe"", ""document"", ""sunny"", ""barrel"", ""beer""]",1,1,0
980,grandson,"[""child"", ""boy"", ""family"", ""grandfather""]",4,69,21.25,"[""boy"", ""grandfather"", ""child"", ""trousers"", ""hearth"", ""family""]",5,1,0
1889,facial hair,"[""beard"", ""shave""]",2,154,50,"[""bison"", ""shelter"", ""beard"", ""flea"", ""cattle"", ""shave""]",1,1,0
707,altitude,"[""mountain"", ""airplane""]",2,125,33,"[""sperm"", ""decimal"", ""airplane"", ""mountain"", ""toad""]",0,1,0
1453,summertime,"[""sun"", ""hot"", ""beach""]",3,78,26,"[""sun"", ""beach"", ""woman"", ""hot"", ""tissue"", ""grave""]",4,1,0
1462,sailors,"[""sea"", ""ship"", ""boat""]",3,85,24,"[""swimsuit"", ""gallery"", ""boat"", ""ship"", ""sea"", ""lego""]",4,1,0
6,enchilada,"[""food"", ""taco"", ""cheese""]",3,106,23,"[""sunburn"", ""food"", ""taco"", ""cheese"", ""jack""]",3,1,0
1244,napkin,"[""paper"", ""cloth"", ""food"", ""dinner""]",4,84,23.5,"[""paper"", ""trap"", ""cloth"", ""formula"", ""food"", ""dinner""]",5,1,0
614,law,"[""lawyer"", ""court""]",2,71,16.5,"[""lawyer"", ""comet"", ""court"", ""pen"", ""gem""]",1,1,0
115,brook,"[""stream"", ""water"", ""river""]",3,137,45.66666667,"[""stream"", ""river"", ""water"", ""knoll"", ""groan""]",4,1,0
135,fiddle,"[""music"", ""roof"", ""bow""]",3,100,15.33333333,"[""logo"", ""broom"", ""roof"", ""music"", ""bow""]",2,0.833333333,0.24
425,flame,"[""hot"", ""candle"", ""burn""]",3,122,20,"[""hot"", ""speaker"", ""candle"", ""manure"", ""burn""]",2,1,0
43,antarctic,"[""ice"", ""snow"", ""penguin""]",3,137,25.66666667,"[""penguin"", ""ice"", ""drink"", ""snow"", ""jack""]",5,1,0
