candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,ID,clip_vit32_predictions,annotations_label
"[""microscope"", ""liquor"", ""candle"", ""inhaler"", ""board"", ""mortar"", ""saucer"", ""bait"", ""yak"", ""tupperware"", ""artery"", ""run""]",doctor,"[""microscope"", ""artery""]",67,2,227,12,1.0,0.0,456,"[""inhaler"", ""microscope""]","{""artery"": ""Visually Non-Salient"", ""microscope"": ""Non Visual, Concept Related""}"
"[""chicken pox"", ""puppet"", ""red"", ""knot"", ""ballet"", ""mom"", ""paste"", ""zebra"", ""muscle"", ""kilometer""]",red,"[""red"", ""ballet"", ""kilometer""]",0,3,230,10,1.0,0.0,457,"[""red"", ""ballet"", ""kilometer""]","{""red"": ""Colors"", ""kilometer"": ""Colors"", ""ballet"": ""Colors""}"
"[""chicken pox"", ""puppet"", ""red"", ""knot"", ""ballet"", ""mom"", ""paste"", ""zebra"", ""muscle"", ""kilometer""]",cloth,"[""puppet"", ""ballet""]",100,2,233,10,1.0,0.0,459,"[""knot"", ""red""]","{""ballet"": ""Visually Non-Salient"", ""puppet"": ""Visually Non-Salient""}"
"[""laptop"", ""sheath"", ""limb"", ""meal"", ""smoke"", ""pants"", ""relic"", ""steakhouse"", ""elbow"", ""reptile"", ""farm"", ""sparks""]",harmful,"[""sheath"", ""smoke""]",67,2,234,12,1.0,0.0,460,"[""elbow"", ""smoke""]","{""smoke"": ""Non Visual, Concept Related"", ""sheath"": ""Non Visual, Concept Related""}"
"[""laptop"", ""sheath"", ""limb"", ""meal"", ""smoke"", ""pants"", ""relic"", ""steakhouse"", ""elbow"", ""reptile"", ""farm"", ""sparks""]",served,"[""meal"", ""steakhouse""]",67,2,235,12,1.0,0.0,461,"[""steakhouse"", ""relic""]","{""steakhouse"": ""Visually Non-Salient"", ""meal"": ""Non Visual, Concept Related""}"
"[""laptop"", ""sheath"", ""limb"", ""meal"", ""smoke"", ""pants"", ""relic"", ""steakhouse"", ""elbow"", ""reptile"", ""farm"", ""sparks""]",plantbased,"[""meal"", ""farm""]",0,2,237,12,1.0,0.0,462,"[""meal"", ""steakhouse""]","{""meal"": ""Visually Non-Salient"", ""farm"": ""Non Visual, Concept Related""}"
"[""laptop"", ""sheath"", ""limb"", ""meal"", ""smoke"", ""pants"", ""relic"", ""steakhouse"", ""elbow"", ""reptile"", ""farm"", ""sparks""]",display,"[""laptop"", ""sheath"", ""relic""]",50,3,238,12,1.0,0.0,463,"[""relic"", ""elbow"", ""reptile""]","{""laptop"": ""Non Visual, Concept Related"", ""sheath"": ""Visually Non-Salient"", ""relic"": ""Visually Non-Salient""}"
"[""laptop"", ""sheath"", ""limb"", ""meal"", ""smoke"", ""pants"", ""relic"", ""steakhouse"", ""elbow"", ""reptile"", ""farm"", ""sparks""]",wait,"[""meal"", ""steakhouse""]",100,2,239,12,1.0,0.0,464,"[""relic"", ""sparks""]","{""meal"": ""Non Visual, Concept Related"", ""steakhouse"": ""Non Visual, Concept Related""}"
"[""ketchup"", ""beef"", ""forest"", ""fast food"", ""tennis"", ""vodka"", ""jelly"", ""barber"", ""list"", ""footprint""]",hiking,"[""forest"", ""footprint""]",67,2,240,10,1.0,0.0,465,"[""forest"", ""jelly""]","{""footprint"": ""Non Visual, Concept Related"", ""forest"": ""Non Visual, Concept Related""}"
"[""ketchup"", ""beef"", ""forest"", ""fast food"", ""tennis"", ""vodka"", ""jelly"", ""barber"", ""list"", ""footprint""]",cut,"[""beef"", ""barber""]",67,2,243,10,1.0,0.0,467,"[""barber"", ""jelly""]","{""barber"": ""Non Visual, Concept Related"", ""beef"": ""Visually Non-Salient""}"
"[""children"", ""bow tie"", ""relic"", ""hanger"", ""fox"", ""plumbing"", ""seaweed"", ""purse"", ""fly"", ""chimney"", ""lake"", ""plant""]",expression,"[""children"", ""fox""]",67,2,247,12,1.0,0.0,471,"[""fox"", ""hanger""]","{""fox"": ""Visually Non-Salient"", ""children"": ""Visually Non-Salient""}"
"[""children"", ""bow tie"", ""relic"", ""hanger"", ""fox"", ""plumbing"", ""seaweed"", ""purse"", ""fly"", ""chimney"", ""lake"", ""plant""]",sky,"[""children"", ""chimney"", ""lake""]",80,3,249,12,1.0,0.0,472,"[""chimney"", ""hanger"", ""lake""]","{""chimney"": ""Visually Salient Object"", ""lake"": ""Visually Non-Salient"", ""children"": ""Visually Non-Salient""}"
"[""leaf"", ""hummus"", ""structure"", ""vanilla"", ""lava"", ""bomb"", ""hurricane"", ""door"", ""dollar"", ""scissors""]",electron,"[""structure"", ""bomb""]",67,2,252,10,1.0,0.0,474,"[""structure"", ""bomb""]","{""structure"": ""Non Visual, Concept Related"", ""bomb"": ""Non Visual, Concept Related""}"
"[""leaf"", ""hummus"", ""structure"", ""vanilla"", ""lava"", ""bomb"", ""hurricane"", ""door"", ""dollar"", ""scissors""]",rectangular,"[""door"", ""dollar""]",67,2,253,10,1.0,0.0,475,"[""structure"", ""door""]","{""door"": ""Non Visual, Concept Related"", ""dollar"": ""Visually Non-Salient""}"
"[""leaf"", ""hummus"", ""structure"", ""vanilla"", ""lava"", ""bomb"", ""hurricane"", ""door"", ""dollar"", ""scissors""]",explosion,"[""lava"", ""bomb""]",0,2,256,10,1.0,0.0,476,"[""lava"", ""bomb""]","{""lava"": ""Visually Non-Salient"", ""bomb"": ""Non Visual, Concept Related""}"
"[""leaf"", ""hummus"", ""structure"", ""vanilla"", ""lava"", ""bomb"", ""hurricane"", ""door"", ""dollar"", ""scissors""]",clouds,"[""vanilla"", ""lava"", ""bomb"", ""hurricane""]",67,4,257,10,1.0,0.0,477,"[""bomb"", ""hurricane"", ""lava"", ""structure""]","{""lava"": ""Visually Non-Salient"", ""bomb"": ""Visually Non-Salient"", ""vanilla"": ""Visually Non-Salient"", ""hurricane"": ""Visually Non-Salient""}"
"[""blackboard"", ""submarine"", ""arcade"", ""crab"", ""worm"", ""vest"", ""carpenter"", ""equipment"", ""cola"", ""limb""]",teacher,"[""blackboard"", ""vest""]",67,2,259,10,1.0,0.0,478,"[""blackboard"", ""vest""]","{""blackboard"": ""Non Visual, Concept Related"", ""vest"": ""Visually Non-Salient""}"
"[""blackboard"", ""submarine"", ""arcade"", ""crab"", ""worm"", ""vest"", ""carpenter"", ""equipment"", ""cola"", ""limb""]",ocean,"[""submarine"", ""crab"", ""worm""]",80,3,260,10,1.0,0.0,479,"[""cola"", ""submarine"", ""worm""]","{""crab"": ""Non Visual, Concept Related"", ""submarine"": ""Visually Salient Object"", ""worm"": ""Visually Non-Salient""}"
"[""blackboard"", ""submarine"", ""arcade"", ""crab"", ""worm"", ""vest"", ""carpenter"", ""equipment"", ""cola"", ""limb""]",guide,"[""submarine"", ""arcade"", ""carpenter""]",100,3,261,10,1.0,0.0,480,"[""blackboard"", ""equipment"", ""cola""]","{""submarine"": ""Visually Non-Salient"", ""arcade"": ""Non Visual, Concept Related"", ""carpenter"": ""Visually Non-Salient""}"
"[""blackboard"", ""submarine"", ""arcade"", ""crab"", ""worm"", ""vest"", ""carpenter"", ""equipment"", ""cola"", ""limb""]",parasite,"[""crab"", ""worm""]",0,2,262,10,1.0,0.0,481,"[""worm"", ""cola""]","{""crab"": ""Non Visual, Concept Related"", ""worm"": ""Non Visual, Concept Related""}"
"[""blackboard"", ""submarine"", ""arcade"", ""crab"", ""worm"", ""vest"", ""carpenter"", ""equipment"", ""cola"", ""limb""]",bubbles,"[""submarine"", ""cola""]",67,2,263,10,0.83,0.24,482,"[""worm"", ""cola""]","{""submarine"": ""Visually Non-Salient"", ""cola"": ""Non Visual, Concept Related""}"
"[""duckling"", ""shirt"", ""grip"", ""massage"", ""bullseye"", ""wallet"", ""restaurant"", ""artery"", ""poem"", ""bachelor""]",arm,"[""shirt"", ""massage"", ""artery"", ""bachelor""]",67,4,265,10,1.0,0.0,484,"[""artery"", ""shirt"", ""grip"", ""bachelor""]","{""massage"": ""Non Visual, Concept Related"", ""artery"": ""Visually Non-Salient"", ""shirt"": ""Non Visual, Concept Related"", ""bachelor"": ""Visually Non-Salient""}"
"[""duckling"", ""shirt"", ""grip"", ""massage"", ""bullseye"", ""wallet"", ""restaurant"", ""artery"", ""poem"", ""bachelor""]",stud,"[""shirt"", ""bachelor""]",67,2,266,10,1.0,0.0,485,"[""duckling"", ""bachelor""]","{""bachelor"": ""Visually Salient Object"", ""shirt"": ""Visually Non-Salient""}"
"[""bees"", ""raccoon"", ""diploma"", ""lumberjack"", ""horseshoe"", ""steam"", ""plant"", ""slap"", ""detective"", ""bison""]",wyoming,"[""horseshoe"", ""bison""]",67,2,272,10,1.0,0.0,486,"[""bison"", ""horseshoe""]","{""horseshoe"": ""Non Visual, Concept Related"", ""bison"": ""Non Visual, Concept Related""}"
"[""bees"", ""raccoon"", ""diploma"", ""lumberjack"", ""horseshoe"", ""steam"", ""plant"", ""slap"", ""detective"", ""bison""]",whiskers,"[""bees"", ""raccoon""]",67,2,274,10,1.0,0.0,487,"[""raccoon"", ""horseshoe""]","{""bees"": ""Visually Non-Salient"", ""raccoon"": ""Visually Non-Salient""}"
"[""bees"", ""raccoon"", ""diploma"", ""lumberjack"", ""horseshoe"", ""steam"", ""plant"", ""slap"", ""detective"", ""bison""]",pollinate,"[""bees"", ""plant""]",0,2,275,10,1.0,0.0,488,"[""bees"", ""plant""]","{""bees"": ""Non Visual, Concept Related"", ""plant"": ""Non Visual, Concept Related""}"
"[""oven"", ""footprint"", ""detergent"", ""boil"", ""warrior"", ""duck"", ""spasm"", ""mitt"", ""orthodontist"", ""cow"", ""downstairs"", ""audience""]",remove,"[""mitt"", ""orthodontist""]",100,2,276,12,1.0,0.0,489,"[""detergent"", ""boil""]","{""orthodontist"": ""Visually Salient Activity"", ""mitt"": ""Non Visual, Concept Related""}"
"[""oven"", ""footprint"", ""detergent"", ""boil"", ""warrior"", ""duck"", ""spasm"", ""mitt"", ""orthodontist"", ""cow"", ""downstairs"", ""audience""]",center,"[""boil"", ""audience""]",67,2,277,12,1.0,0.0,490,"[""detergent"", ""cow""]","{""boil"": ""Visually Non-Salient"", ""audience"": ""Visually Non-Salient""}"
"[""oven"", ""footprint"", ""detergent"", ""boil"", ""warrior"", ""duck"", ""spasm"", ""mitt"", ""orthodontist"", ""cow"", ""downstairs"", ""audience""]",painful,"[""boil"", ""spasm""]",67,2,280,12,1.0,0.0,491,"[""boil"", ""cow""]","{""spasm"": ""Visually Non-Salient"", ""boil"": ""Non Visual, Concept Related""}"
"[""drums"", ""cabin"", ""cherry"", ""massage"", ""cow"", ""doorway"", ""woman"", ""island"", ""quilt"", ""grave"", ""face"", ""lab""]",female,"[""massage"", ""woman"", ""face"", ""lab""]",67,4,282,12,1.0,0.0,492,"[""woman"", ""cherry"", ""face"", ""grave""]","{""lab"": ""Visually Non-Salient"", ""face"": ""Non Visual, Concept Related"", ""massage"": ""Visually Non-Salient"", ""woman"": ""Visually Salient Object""}"
"[""drums"", ""cabin"", ""cherry"", ""massage"", ""cow"", ""doorway"", ""woman"", ""island"", ""quilt"", ""grave"", ""face"", ""lab""]",hair,"[""massage"", ""woman"", ""face"", ""lab""]",86,4,283,12,1.0,0.0,493,"[""woman"", ""face"", ""grave"", ""cherry""]","{""massage"": ""Visually Non-Salient"", ""face"": ""Visually Non-Salient"", ""lab"": ""Visually Non-Salient"", ""woman"": ""Visually Salient Object""}"
